text,label
ทะลึ่งอ่ะ น้ำไรเซง,neg
นับวันหมูยิ่งบางลง,neg
บอกแล้วอย่ากินลีโอ,neg
บาบิก้อนเล่นกุแร้ว,neg
บาบีก้อนไง กลัว...,neg
บุหรี่ไฟฟ้า ไอ่สัส,neg
ปาย แม่งขี้โม้ว่ะ.,neg
ผมไม่ใช้ครับมาสด้า,neg
แพงกว่าดีแม็คอีกนะ,neg
มิใช่ พยาธิ นะครัช,neg
เม้นโคตรเดือดเลยยย,neg
ไม่กินแล้วเบียช้าง,neg
ไม่กินหมูกะทะะะะะะ,neg
ไม่ค่อยได้ไปกินเลย,neg
ไม่ชอบกินอันนี้อ่ะ,neg
ไม่ซื้อรถมิตซูบิชิ,neg
ไมได้ลดราคาเลย😔😤,neg
ไม่ต้องแดกเลยทีนี้,neg
ไม่ต้องแหลกละลำคาน,neg
ไม่อยากกินแบบทาชีส,neg
ยังไงก็ไม่ดีอะเชอะ,neg
ยังไม่หิว 7 ฮ่าๆๆๆ,neg
ยูเซอรีนนอันแสนแพง,neg
ลีโอแดกละปวดหัวสัส,neg
เลิกใช้โซฟีจย้าาาา,neg
วันสุดท้ายคนเยอะะะ,neg
สเมอนอฟ เหล้าเหี้ย,neg
สวยกว่าวีออสอีกพี่,neg
แสงโสมเพรียวสัสหมา,neg
อยสกแดกเอ็มเคอิสัส,neg
อยากลอง แต่แพ้โซฟี,neg
อวสานชานมไข่มุก 😭,neg
อีเหี้ย เอาอีกแล้ว,neg
เอ็มเคไม่เอา เบื่อ,neg
"5คนหมด2,000จิเปฺนลม",neg
Apple Pay ก็ไม่ด้วย,neg
กลัวบุหรี่ขายไม่ได้,neg
กูเกลียดดด Smirnoff,neg
กูจะเลิกใช้โซฟี!!!!,neg
ขอบายไม่สู้แสงโสมมม,neg
เขียนกฎหมายแบบหัวดอ,neg
งดสปาย กินนี้ พอค่ะ,neg
จัดส่งของได้ห่วยมาก,neg
จิง จะอ้างแบบของหมด,neg
ซีคอนกว่าจะเปิด....,neg
ซูชิไม่มีอีกอ่ะ5555,neg
แดกดีแม็กชิลๆคับ555,neg
ตอนเยียบหัวเสียวสัด,neg
ถามเฉยๆ แม่งซับซ้อน,neg
ทำไมระบบห่วยจังครับ,neg
ที่จอดรถหายากนิดนึง,neg
แทนที่จะมี ส อ ด้วย,neg
น่ากลัวกว่าพยาธิอีก,neg
น่ากลัวมากเลยเทออออ,neg
นานๆทีไม่เสียหาย555,neg
บายยยยย บาบีก้อนนนน,neg
บิโอเร แต่สิวขึ้นอะ,neg
เป็นไรอะ ด่าตลอด รำ,neg
เผ็ดกูกินไม่ได้ !!!,neg
แพงอีนี่เลย ชิเซโด้,neg
ม่ะบุฟ ม่ะไป 🤣🤣🤣,neg
ไม่เจอพยาธิแต่เจอฝี,neg
ไม่ชอบกินบาบิกอนอ่ะ,neg
ไม่แดก. รีฟิวโอลลี่,neg
ไม่ไปแล้ว แยกย้าย👋,neg
ไม่มีสาขามุก จอบอ😂,neg
ไม่เวิคเค้าว่า 5555,neg
ไม่ไหวค่ะเบียร์ช้าง,neg
ไม่เอาล้าวไม่มีตังง,neg
ยูเบียร์คือจะอ้วก..,neg
ลพบุรีไม่ร่วมม 😭😭,neg
เลิกกินบาบิก้อนยาวๆ,neg
เลิกกินแสงโสมดีกว่า,neg
เลิกแดกนานแล้ว55555,neg
วัดใจกันค่ะบาบีก้อน,neg
สยองงงงงงงงงงงงงงงง,neg
แสงโสมกุเลิกไปนานละ,neg
ห่า ใส่ชุดไท ประสาท,neg
เหมือนเอ็มเคทำพิษอะ,neg
อย่าทำให้เจนผิดหวัง,neg
อย่าเลยพี่กินไม่ได้,neg
อาหารเด็กราคาแพงจัง,neg
เอ้า ไหนว่าบาบิก้อน,neg
⚙️ติดบุหรี่ไฟฟ้าสัสๆ,neg
5555 มันมะลำ บอกเลยย,neg
ก็hotpot ไหนบอกว่ามี,neg
กลัวใช้โอเลย์แล้วแพ้,neg
กูเกลียดred label!!!,neg
กูจะลดความอ้วน อีดอก,neg
เกลื่อนนะบุหรี่ไฟฟ้า,neg
ไก่เดิมอร่อยกว่าครับ,neg
ขอบใจมากจ้า อีสัดดดด,neg
คอมเม้นพีค เลิกกินนน,neg
แค่สองสาขา ใจร้ายอ่ะ,neg
เชียงใหม่ไม่ร่วม 555,neg
ใช่ค่ะ อ่านแต่ไม่ตอบ,neg
ตำรวจไทยแม่งยุในกะลา,neg
แต่ไม่เอาซีวิคได้ม้ะ,neg
ทำไมกุซื้อแพง 😂😂😂,neg
ทำไมอะ ไหนว่าทุกสาขา,neg
เทก้อนๆ มาเอมเคแทน !,neg
น้องเบื่อเกี๊ยวซ่าาา,neg
น่ากินแต่ดูปันหาเยอะ,neg
ในรูปกับความเป็นจริง,neg
บ่ดอก คือบ่หลายกลมยุ,neg
บุหรี่ไฟฟ้า จับนะเทอ,neg
เบื่อคนเล่นตัว. 5555,neg
แบบนี้มันก้อเกินไปนะ,neg
เปลี่ยนบัตรโดยไม่บอก,neg
พึ่งจองคัมรี่ไป เฮ้อ,neg
แพงกินข้าวบ้านดีกว่า,neg
ภูเก็ตไม่มีฮอตพอต 😤,neg
มันไม่ลดแล้วอะ ฮือออ,neg
มิโซะ มึงทำกระทะไหม้,neg
เมียมึงแดกช้างไอ้สัส,neg
ไม่กินแสงโสมค่ะ 5555,neg
ไม่เหนมีสี 05 เลยค่ะ,neg
ไม่เหนอร่อยเลย คหสต.,neg
เรากิน mk ก็ท้องเสีย,neg
ลดความอ้วนอยู่ อดเลน,neg
ลดได้น่าตบมาก 555555,neg
ลอรีเอะก็เป็นนะบางที,neg
วันนี้ผมโดนไปมาทๆเลย,neg
วันนี้ฟางก้อไปกับควย,neg
วู้วววว ลดทุกวันนนนน,neg
สละลอยแก้วก็ไม่อร่อย,neg
สักวันคงทนไม่ไหว5555,neg
สาขาอื่นมันไม่ร่วมไง,neg
หงส์ทองเลยอ่อ ไม่ไหว,neg
เหมือนคนบ้าอ่ะ555555,neg
อย่าาาาาาาาาาาาาาาาา,neg
ออ บุหรี่ไฟฟ้าติดคุก,neg
อ่าน reply ละสงอ่าาา,neg
เอ็มเค อร่อยนะแต่แพง,neg
285เหล้าหมาไม่แดกจร้า,neg
dmax นี่ขยะเยอะจริงๆๆ,neg
Kulov แม่งเมาค้างมากก,neg
กฏหมายหัวควย โครตแม้ง,neg
กินไม่เปนเอมคงเอมเค😅,neg
กินเรดแล้วหนักหัวสัสๆ,neg
กุไม่กล้าขับ เสียว555,neg
โกงงงงงงงงงงงงงงงงงงง,neg
ขอชาตินี้นะครับนิสสัน,neg
เข้าไป..หมดแล้ว😭😭😭,neg
จืดกว่าไฮเนเก้นอีกหรอ,neg
แจ่วหวานไปนะก้อน 😭😭,neg
ชีสสสสมันน้อยไปไหมอ่า,neg
ต้องดักตีแม่มไอพวกนี้,neg
ต่างจังหวัดไม่มีเซงไป,neg
ติดบุหรี่ไฟฟ้าว่ะแม่ง,neg
แต่ปวดหัวเพราะแดกช้าง,neg
ทำไมที่เรากินไม่มีใส้,neg
ทำไมฮอทพอทไม่มีกุ้งคะ,neg
แท็กอีกล้าวอิเหี้ยยยย,neg
น่าจะจำกัดอายุมากกว่า,neg
นิสสันไทยน่าตามไปด้วย,neg
บริหารบ้านเมืองให้พัง,neg
บางครั้งหมดแล้วหมดเลย,neg
บาบีก้อนบุฟเฟ่ไม่คุ้ม,neg
บุหรี่ไฟฟ้ามันไร้สาระ,neg
เบียร์ช้าง ปวดหัวตายย,neg
เบื่อ ไม่เคยมีหาดใหญ่,neg
เบื่อไก่อยากกินเอ็มเค,neg
เบื่อซูชิแบ๊ววววววว🤩,neg
ปรากด แพงกว่าค่าอาหาร,neg
เปลี่ยนใจจากยาริสแล้ว,neg
ผ้าอนามัยมันบาดหี!!!!,neg
พรรคสามัญชนคือนูกูมาก,neg
แพงไปกินชาบูดีกว่าไหม,neg
เมกาบางนา ไม่ร่วมเด้อ,neg
แม่งเอ้ย ขอนแก่นไม่มี,neg
ไม่ค่อยเจอป๋องม่วงเลย,neg
ไม่ชอบกินไม่ใช่อ่อเออ,neg
ยอมแล้วกุ เมาสปาย5555,neg
ยังเสือกไปซื้อโจมาโลน,neg
ลดละก็ยังแพงอยู่55555,neg
เลิกกินสิงห์ละกัน -_-,neg
เลิกเบียร์ขวดเขียวเรย,neg
วันนี้กินนมไม่กินสปาย,neg
สงสัยจะอดไม่มีคนดูแจม,neg
สวยกว่าแอคคอร์ดG10อีก,neg
สิงห์แพงเค้าเลยไม่กิน,neg
สีจะแพงกว่าค่ากิน5556,neg
แสงโสมไง ละกูไม่ชอบไง,neg
หนีช้าง มากินลีโอ5555,neg
หยุด! กูเอียนแล้ววว🙄,neg
เห็นคิวแท็กซี่แล้วท้อ,neg
ให้เวลาน้อยไปนะเจ้าคะ,neg
ไหนว่าเปลี่ยนกะทะละไง,neg
อันนี้น้ำจิ้มไม่อร่อย,neg
อีกหน่อยแม่งก็กินช้าง,neg
เอาขวานมาสับกะลาแลนด์,neg
55555555 มึงจะหยี๋ทำไม,neg
B1 ไม่ชอบกินไอติมอะ B2,neg
concealer ysl ไม่ทับใจ,neg
Kulov นี่ว่ามันหวานไป๊,neg
กินนี่กินหมูป๋องดีกว่า,neg
กูเฉยๆกะซุปเปอร์มัมว่ะ,neg
กูแพ้โซฟีไง คันอยู่หนิ,neg
กูสิจุกต้มมาม่าตายแร้ว,neg
กูเเพ้กลิ่นบุหรี่ไฟฟ้า,neg
เกลียดการขายเบียร์ช้าง,neg
เกี่ยวกับเงินภาษีล้วนๆ,neg
ขนาดตำรวจแท้ๆยังดูดเรย,neg
ขอเพิ่มสาขาหน่อยค่ะะะะ,neg
ขำ จับบุหรี่ไฟฟ้ายึดรถ,neg
ค่าชุดแพงกว่าส่วนลด 😅,neg
แค่ป๋องดำก็หัวทิ่มละ😂,neg
แค่อเมร่ากว้างกว่าแจ๊ส,neg
โคตรบิดเบือนเลย ห่าลาก,neg
จบละ สาขาไกลๆ ทั้งนั้น,neg
จะมีกล่องหน่อยก้มะด้าย,neg
จัน-ศุก อ่ะจ้าา อด5555,neg
เจอแบบนี้ทุกวันคืออะไร,neg
เชี่ยละ เจียงฮายบ้านกู,neg
โชคดีไม่กินช้างกินลีโอ,neg
ใช้กานีเย่ไม่ได้อ่ะเจ้,neg
โซฟีกาวแปะไม่เคยติดเลย,neg
เดียวนี้แพงขึ้นเยอะเลย,neg
โดนขังเพราะบุหรี่ไฟฟ้า,neg
แต่พี่ไดเมาสปาย กากมาก,neg
ถึงกับกินไม่ลงบาบีก้อน,neg
นั่งแท็กซี่แม่งเลยอิผี,neg
น่ากินเนาะ เเพงไปหน่อย,neg
บ้านเราอยู่ในกะลาต่อไป,neg
บาบีก้อนของชั้นนน ม่าย,neg
บุหรี่ไฟฟ้าvs ฆ่าหันศพ,neg
เบื่อกิน285ทีไร ตัวแดง,neg
เปลี่ยนที่บ้างเหอะ🤣🤣,neg
เปิดกะลาออกมาสักทีเหอะ,neg
ไปสัส 29 เจมสันคนละขวด,neg
ผ้าอนามัยที่นี่โคตรแพง,neg
เผ็ดไป ขอแบบเดิมได้ไหม,neg
พยาธิชัดๆพิดพลาดได้555,neg
แพ้ผ้าอนามัยมีผื่นขึ้น,neg
ภาพมันติดตาไปแย้วว แงๆ,neg
มาพนักงานแจ้งว่า ไม่มี,neg
